,,,,,,,,,,
,1452,1109,675,536,505,437,453,553,460,510
,1454,1105,662,522,468,639,451,410,407,493
,1468,1099,668,538,496,468,404,437,411,451
,1454,1106,669,547,474,449,430,426,440,547
,1467,1113,697,536,488,461,404,427,395,384
,1454,1099,666,511,551,443,454,407,555,405
,1492,1125,670,522,535,550,458,432,410,398
,1463,1107,672,549,503,455,496,423,498,572
,1471,1110,673,513,486,488,407,442,533,380
,1479,1114,669,537,488,470,417,484,403,412
