,,,,,,,,,,
,1691,775,483,389,355,412,491,476,473,363
,1479,889,474,384,430,408,416,363,602,379
,1714,875,487,418,352,447,466,440,426,415
,1498,773,464,415,361,388,363,405,363,516
,1497,780,419,392,413,356,370,348,380,467
,1716,888,515,396,410,393,387,395,430,378
,1501,773,480,382,388,407,383,466,356,472
,1510,772,429,433,376,402,386,374,574,523
,1501,887,420,418,369,370,395,404,387,355
,1569,782,422,369,412,424,451,386,374,466
